STT,YearStudy,TermID,DepartmentID,CurriculumID,ProfessorID,SLSV_lechden3ruoi,SLSV_lechtren3ruoiden5,SLSV_lechtren5,SLSV,phtram_lechden3ruoi,phtram_lechtren3ruoiden5,phtram_lechtren5,CanhBao
1035,2014-2015,HK01,2135,WRIT220335,420,12,0,0,12,100.0,0.0,0.0,
1036,2014-2015,HK01,2135,WRIT220335,380,23,0,0,23,100.0,0.0,0.0,
1037,2014-2015,HK01,2136,CIVL330136,218,47,10,0,57,82.5,17.5,0.0,
1038,2014-2015,HK01,2136,CIVL330136,705,22,2,0,24,91.7,8.3,0.0,
1039,2014-2015,HK01,2136,MOLX230236,11,79,5,0,84,94.0,6.0,0.0,
1040,2014-2015,HK01,2136,MOLX230236,375,27,0,0,27,100.0,0.0,0.0,
1041,2014-2015,HK01,2136,PUBS320136,9138,23,0,0,23,100.0,0.0,0.0,
1042,2014-2015,HK01,2136,PUBS320136,4500,28,0,0,28,100.0,0.0,0.0,
1043,2014-2015,HK01,2136,PUBS320136,265,27,0,0,27,100.0,0.0,0.0,
1044,2014-2015,HK01,2137,ENET320337,579,28,1,0,29,96.6,3.4,0.0,
1045,2014-2015,HK01,2137,ENET320337,226,30,0,0,30,100.0,0.0,0.0,
1046,2014-2015,HK01,2137,ENET320337,704,22,0,0,22,100.0,0.0,0.0,
1047,2014-2015,HK01,2137,ENGL130137,578,29,34,6,69,42.0,49.3,8.7,Cảnh báo điểm QT cao nhiều so với điểm thi
1048,2014-2015,HK01,2137,ENGL130137,546,18,4,0,22,81.8,18.2,0.0,
1049,2014-2015,HK01,2137,ENGL130137,9138,26,3,0,29,89.7,10.3,0.0,
1050,2014-2015,HK01,2137,ENGL130137,4500,11,1,0,12,91.7,8.3,0.0,
1051,2014-2015,HK01,2137,ENGL130137,3960,25,2,1,28,89.3,7.1,3.6,
1052,2014-2015,HK01,2137,ENGL130137,31,46,3,0,49,93.9,6.1,0.0,
1053,2014-2015,HK01,2137,ENGL130137,2173,38,2,0,40,95.0,5.0,0.0,
1054,2014-2015,HK01,2137,ENGL130137,9902,58,3,0,61,95.1,4.9,0.0,
1055,2014-2015,HK01,2137,ENGL130137,2220,99,5,1,105,94.3,4.8,1.0,
1056,2014-2015,HK01,2137,ENGL130137,1144,75,2,0,77,97.4,2.6,0.0,
1057,2014-2015,HK01,2137,ENGL130137,704,38,1,0,39,97.4,2.6,0.0,
1058,2014-2015,HK01,2137,ENGL130137,9176,46,1,0,47,97.9,2.1,0.0,
1059,2014-2015,HK01,2137,ENGL130137,1255,47,1,0,48,97.9,2.1,0.0,
1060,2014-2015,HK01,2137,ENGL130137,4410,48,1,0,49,98.0,2.0,0.0,
1061,2014-2015,HK01,2137,ENGL130137,4027,66,1,0,67,98.5,1.5,0.0,
1062,2014-2015,HK01,2137,ENGL130137,1166,20,0,0,20,100.0,0.0,0.0,
1063,2014-2015,HK01,2137,ENGL130137,9177,23,0,0,23,100.0,0.0,0.0,
1064,2014-2015,HK01,2137,ENGL130137,4567,4,0,0,4,100.0,0.0,0.0,
167,2014-2015,HK02,164,TESY330464,4030,94,36,11,141,66.7,25.5,7.8,
168,2014-2015,HK02,164,WIPR435764,9079,91,10,0,101,90.1,9.9,0.0,
169,2014-2015,HK02,220,CADM230320,346,33,11,1,45,73.3,24.4,2.2,
170,2014-2015,HK02,220,CADM230320,9047,104,1,0,105,99.0,1.0,0.0,
171,2014-2015,HK02,220,CADM230320,1123,91,0,0,91,100.0,0.0,0.0,
172,2014-2015,HK02,220,CADM230320,4711,19,0,0,19,100.0,0.0,0.0,
173,2014-2015,HK02,220,CADM230320,1122,97,0,0,97,100.0,0.0,0.0,
174,2014-2015,HK02,220,CADM230320,1124,170,0,0,170,100.0,0.0,0.0,
175,2014-2015,HK02,223,CAEM430923,9242,30,0,0,30,100.0,0.0,0.0,
176,2014-2015,HK02,223,DGED121023,9047,50,1,0,51,98.0,2.0,0.0,
177,2014-2015,HK02,223,DGED121023,1124,47,0,0,47,100.0,0.0,0.0,
178,2014-2015,HK02,223,DGED121023,1122,41,0,0,41,100.0,0.0,0.0,
179,2014-2015,HK02,223,DGED121023,1123,122,0,0,122,100.0,0.0,0.0,
180,2014-2015,HK02,223,EDDG230120,1124,170,1,0,171,99.4,0.6,0.0,
181,2014-2015,HK02,223,EDDG230120,1123,204,0,0,204,100.0,0.0,0.0,
182,2014-2015,HK02,223,EDDG230120,9047,133,0,0,133,100.0,0.0,0.0,
183,2014-2015,HK02,223,EDDG230120,1122,215,0,0,215,100.0,0.0,0.0,
184,2014-2015,HK02,223,TMMP230220,9047,74,42,21,137,54.0,30.7,15.3,Cảnh báo điểm QT cao nhiều so với điểm thi
185,2014-2015,HK02,223,TMMP230220,4809,79,27,2,108,73.1,25.0,1.9,
186,2014-2015,HK02,223,TMMP230220,2112,523,167,98,788,66.4,21.2,12.4,
187,2014-2015,HK02,223,TMMP230220,2111,262,52,24,338,77.5,15.4,7.1,
188,2014-2015,HK02,223,TMMP230220,214,195,25,4,224,87.1,11.2,1.8,
189,2014-2015,HK02,223,TMMP230220,4720,29,2,0,31,93.5,6.5,0.0,
190,2014-2015,HK02,224,1224070,3980,38,0,0,38,100.0,0.0,0.0,
191,2014-2015,HK02,224,1224070,3925,99,0,0,99,100.0,0.0,0.0,
192,2014-2015,HK02,224,1224071,3980,83,0,0,83,100.0,0.0,0.0,
193,2014-2015,HK02,224,1224090,9984,58,15,5,78,74.4,19.2,6.4,
194,2014-2015,HK02,224,1224090,186,16,0,0,16,100.0,0.0,0.0,
195,2014-2015,HK02,224,1224090,3980,15,0,0,15,100.0,0.0,0.0,
196,2014-2015,HK02,224,1224090,9888,15,0,0,15,100.0,0.0,0.0,
197,2014-2015,HK02,224,1224090,185,16,0,0,16,100.0,0.0,0.0,
198,2014-2015,HK02,224,1224101,253,42,14,8,64,65.6,21.9,12.5,
199,2014-2015,HK02,224,1224230,9720,15,0,0,15,100.0,0.0,0.0,
200,2014-2015,HK02,224,1224241,690,28,3,0,31,90.3,9.7,0.0,
201,2014-2015,HK02,224,1224241,253,30,1,0,31,96.8,3.2,0.0,
202,2014-2015,HK02,224,1225101,253,55,10,4,69,79.7,14.5,5.8,
203,2014-2015,HK02,224,1225101,186,16,0,0,16,100.0,0.0,0.0,
204,2014-2015,HK02,224,1225102,9984,11,0,0,11,100.0,0.0,0.0,
205,2014-2015,HK02,224,1225102,186,14,0,0,14,100.0,0.0,0.0,
206,2014-2015,HK02,224,1225102,253,39,0,0,39,100.0,0.0,0.0,
207,2014-2015,HK02,224,1225104,9984,53,2,0,55,96.4,3.6,0.0,
208,2014-2015,HK02,224,ACAE321024,67,13,0,0,13,100.0,0.0,0.0,
209,2014-2015,HK02,224,ACCC330524,186,55,1,2,58,94.8,1.7,3.4,
210,2014-2015,HK02,224,ACCC330524,9984,44,0,0,44,100.0,0.0,0.0,
211,2014-2015,HK02,224,ACCC330524,3980,13,0,0,13,100.0,0.0,0.0,
212,2014-2015,HK02,224,CACC320224,85,105,56,54,215,48.8,26.0,25.1,Cảnh báo điểm QT cao nhiều so với điểm thi
213,2014-2015,HK02,224,CACC320224,186,99,2,1,102,97.1,2.0,1.0,
214,2014-2015,HK02,224,CACC320224,2161,34,0,0,34,100.0,0.0,0.0,
215,2014-2015,HK02,224,ECNC320724,9984,102,19,2,123,82.9,15.4,1.6,
216,2014-2015,HK02,224,EDMT420824,9730,111,0,0,111,100.0,0.0,0.0,
217,2014-2015,HK02,224,ENME320124,3997,56,40,19,115,48.7,34.8,16.5,Cảnh báo điểm QT cao nhiều so với điểm thi
218,2014-2015,HK02,224,ENME320124,551,55,27,9,91,60.4,29.7,9.9,
219,2014-2015,HK02,224,ENME320124,2168,71,31,12,114,62.3,27.2,10.5,
220,2014-2015,HK02,224,ENME320124,67,98,34,19,151,64.9,22.5,12.6,
221,2014-2015,HK02,224,ENME320124,9888,29,3,2,34,85.3,8.8,5.9,
222,2014-2015,HK02,224,ENME320124,493,82,8,1,91,90.1,8.8,1.1,
223,2014-2015,HK02,224,ENME320124,253,43,4,0,47,91.5,8.5,0.0,
224,2014-2015,HK02,224,ENME320124,9306,93,0,0,93,100.0,0.0,0.0,
225,2014-2015,HK02,224,ENME320124,9952,46,0,0,46,100.0,0.0,0.0,
226,2014-2015,HK02,225,1125040,2184,15,6,1,22,68.2,27.3,4.5,
227,2014-2015,HK02,225,1125090,9805,12,0,0,12,100.0,0.0,0.0,
228,2014-2015,HK02,225,1125160,4123,33,1,0,34,97.1,2.9,0.0,
229,2014-2015,HK02,225,1225050,2026,40,8,1,49,81.6,16.3,2.0,
230,2014-2015,HK02,225,1225090,255,37,2,0,39,94.9,5.1,0.0,
231,2014-2015,HK02,225,1225110,600,123,7,1,131,93.9,5.3,0.8,
232,2014-2015,HK02,225,1225110,1067,106,5,0,111,95.5,4.5,0.0,
233,2014-2015,HK02,225,1225111,9805,56,0,0,56,100.0,0.0,0.0,
234,2014-2015,HK02,225,1225111,600,274,0,0,274,100.0,0.0,0.0,
235,2014-2015,HK02,225,1225130,1042,48,3,0,51,94.1,5.9,0.0,
236,2014-2015,HK02,225,1225140,9805,25,0,0,25,100.0,0.0,0.0,
237,2014-2015,HK02,225,1225350,2026,37,0,0,37,100.0,0.0,0.0,
238,2014-2015,HK02,225,1225360,1042,43,3,0,46,93.5,6.5,0.0,
239,2014-2015,HK02,225,1225370,719,39,0,0,39,100.0,0.0,0.0,
240,2014-2015,HK02,225,EEEI321925,9805,28,8,4,40,70.0,20.0,10.0,
241,2014-2015,HK02,225,EEEI321925,2029,43,9,0,52,82.7,17.3,0.0,
242,2014-2015,HK02,225,EEEI321925,1042,176,19,8,203,86.7,9.4,3.9,
243,2014-2015,HK02,225,EEEI321925,9925,113,9,3,125,90.4,7.2,2.4,
244,2014-2015,HK02,225,FMMT330825,4037,201,52,15,268,75.0,19.4,5.6,
245,2014-2015,HK02,225,FMMT330825,1035,139,12,3,154,90.3,7.8,1.9,
246,2014-2015,HK02,225,GMEN124025,1051,84,4,0,88,95.5,4.5,0.0,
773,2014-2015,HK02,1884,DBSE431284,3995,8,6,1,15,53.3,40.0,6.7,Cảnh báo điểm QT cao nhiều so với điểm thi
774,2014-2015,HK02,1884,DBSY240184,2149,233,24,8,265,87.9,9.1,3.0,
775,2014-2015,HK02,1884,DIDB330584,1147,28,0,0,28,100.0,0.0,0.0,
776,2014-2015,HK02,1884,ISAD330384,3984,43,3,0,46,93.5,6.5,0.0,
777,2014-2015,HK02,1885,1185011,23,15,0,0,15,100.0,0.0,0.0,
778,2014-2015,HK02,1885,1285190,22,44,0,0,44,100.0,0.0,0.0,
779,2014-2015,HK02,1885,ADPR131185,9982,30,18,7,55,54.5,32.7,12.7,Cảnh báo điểm QT cao nhiều so với điểm thi
780,2014-2015,HK02,1885,ADPR131185,9732,151,17,1,169,89.3,10.1,0.6,
781,2014-2015,HK02,1885,ADPR131185,9079,94,7,0,101,93.1,6.9,0.0,
782,2014-2015,HK02,1885,ADPR131185,9999,65,2,0,67,97.0,3.0,0.0,
783,2014-2015,HK02,1885,ADPR131185,9163,28,0,0,28,100.0,0.0,0.0,
784,2014-2015,HK02,1885,ADPR131185,8888,50,0,0,50,100.0,0.0,0.0,
785,2014-2015,HK02,1885,INPR140285,23,81,6,3,90,90.0,6.7,3.3,
786,2014-2015,HK02,1885,INPR140285,4021,42,1,3,46,91.3,2.2,6.5,
787,2014-2015,HK02,1885,PRTE240385,9153,249,18,11,278,89.6,6.5,4.0,
788,2014-2015,HK02,1885,VBPR131085,3995,38,11,5,54,70.4,20.4,9.3,
789,2014-2015,HK02,1885,VBPR131085,8888,83,17,7,107,77.6,15.9,6.5,
790,2014-2015,HK02,1885,VBPR131085,9104,46,8,3,57,80.7,14.0,5.3,
791,2014-2015,HK02,1885,VBPR131085,562,105,17,3,125,84.0,13.6,2.4,
792,2014-2015,HK02,1885,VBPR131085,9732,127,21,8,156,81.4,13.5,5.1,
793,2014-2015,HK02,1885,VBPR131085,2151,82,11,1,94,87.2,11.7,1.1,
794,2014-2015,HK02,1885,VBPR131085,561,48,6,2,56,85.7,10.7,3.6,
795,2014-2015,HK02,1885,VBPR131085,298,108,13,7,128,84.4,10.2,5.5,
796,2014-2015,HK02,1885,VBPR131085,9163,49,5,0,54,90.7,9.3,0.0,
797,2014-2015,HK02,1885,VBPR131085,2148,104,7,2,113,92.0,6.2,1.8,
798,2014-2015,HK02,1885,VBPR131085,309,82,4,1,87,94.3,4.6,1.1,
799,2014-2015,HK02,1885,VBPR131085,4021,110,5,0,115,95.7,4.3,0.0,
800,2014-2015,HK02,1885,VBPR131085,9999,30,0,0,30,100.0,0.0,0.0,
801,2014-2015,HK02,1905,1005130,4588,35,0,0,35,100.0,0.0,0.0,
802,2014-2015,HK02,1905,INLO220405,9115,103,0,0,103,100.0,0.0,0.0,
803,2014-2015,HK02,1905,INLO220405,241,60,0,0,60,100.0,0.0,0.0,
804,2014-2015,HK02,1905,INLO220405,987,521,0,0,521,100.0,0.0,0.0,
805,2014-2015,HK02,1905,INLO220405,9940,88,0,0,88,100.0,0.0,0.0,
806,2014-2015,HK02,1905,INSO321005,9905,438,0,0,438,100.0,0.0,0.0,
807,2014-2015,HK02,1905,INSO321005,9906,302,0,0,302,100.0,0.0,0.0,
808,2014-2015,HK02,1905,INSO321005,1203,572,0,0,572,100.0,0.0,0.0,
809,2014-2015,HK02,1905,LLCT150105,3992,409,4,2,415,98.6,1.0,0.5,
810,2014-2015,HK02,1905,LLCT150105,4588,367,2,0,369,99.5,0.5,0.0,
811,2014-2015,HK02,1905,LLCT150105,987,710,0,0,710,100.0,0.0,0.0,
812,2014-2015,HK02,1905,LLCT150105,9940,5,0,0,5,100.0,0.0,0.0,
813,2014-2015,HK02,1905,LLCT150105,9100,125,0,0,125,100.0,0.0,0.0,
814,2014-2015,HK02,1913,PHED110513,3812,463,25,3,491,94.3,5.1,0.6,
815,2014-2015,HK02,1913,PHED110513,272,65,2,0,67,97.0,3.0,0.0,
816,2014-2015,HK02,1913,PHED110513,4571,32,0,0,32,100.0,0.0,0.0,
817,2014-2015,HK02,1913,PHED110613,555,309,21,0,330,93.6,6.4,0.0,
818,2014-2015,HK02,1913,PHED110613,4572,169,4,2,175,96.6,2.3,1.1,
819,2014-2015,HK02,1913,PHED110613,272,326,5,0,331,98.5,1.5,0.0,
820,2014-2015,HK02,1913,PHED110613,4571,360,4,0,364,98.9,1.1,0.0,
821,2014-2015,HK02,1913,PHED110613,6013,545,2,1,548,99.5,0.4,0.2,
822,2014-2015,HK02,1913,PHED110613,9894,442,1,0,443,99.8,0.2,0.0,
823,2014-2015,HK02,1913,PHED110613,4106,480,0,0,480,100.0,0.0,0.0,
824,2014-2015,HK02,1913,PHED110715,295,76,0,0,76,100.0,0.0,0.0,
825,2014-2015,HK02,1913,PHED130715,4571,39,10,0,49,79.6,20.4,0.0,
826,2014-2015,HK02,1913,PHED130715,3812,40,5,1,46,87.0,10.9,2.2,
827,2014-2015,HK02,1913,PHED130715,9958,52,0,0,52,100.0,0.0,0.0,
828,2014-2015,HK02,1913,PHED130715,4572,45,0,0,45,100.0,0.0,0.0,
829,2014-2015,HK02,1913,PHED130715,9894,45,0,0,45,100.0,0.0,0.0,
830,2014-2015,HK02,1913,PHED130715,555,45,0,0,45,100.0,0.0,0.0,
831,2014-2015,HK02,1913,PHED130715,6013,66,0,0,66,100.0,0.0,0.0,
832,2014-2015,HK02,1913,PHED130715,2170,136,0,0,136,100.0,0.0,0.0,
833,2014-2015,HK02,1913,PHED130715,272,49,0,0,49,100.0,0.0,0.0,
834,2014-2015,HK02,1913,PHED130715,4106,45,0,0,45,100.0,0.0,0.0,
835,2014-2015,HK02,1914,1005140,4764,30,0,0,30,100.0,0.0,0.0,
836,2014-2015,HK02,1914,LLCT230214,205,1265,64,14,1343,94.2,4.8,1.0,
837,2014-2015,HK02,1914,LLCT230214,4764,284,0,0,284,100.0,0.0,0.0,
838,2014-2015,HK02,1914,LLCT230214,1202,484,0,0,484,100.0,0.0,0.0,
839,2014-2015,HK02,1914,LLCT230214,2990,64,0,0,64,100.0,0.0,0.0,
840,2014-2015,HK02,1914,LLCT230214,2032,274,0,0,274,100.0,0.0,0.0,
841,2014-2015,HK02,1915,1005150,211,12,0,0,12,100.0,0.0,0.0,
842,2014-2015,HK02,1915,GELA220405,245,802,25,11,838,95.7,3.0,1.3,
843,2014-2015,HK02,1915,GELA220405,856,886,4,0,890,99.6,0.4,0.0,
844,2014-2015,HK02,1915,GELA220405,632,61,0,0,61,100.0,0.0,0.0,
845,2014-2015,HK02,1915,GELA220405,211,91,0,0,91,100.0,0.0,0.0,
846,2014-2015,HK02,1915,GELA220405,324,64,0,0,64,100.0,0.0,0.0,
847,2014-2015,HK02,1915,IVNC320905,1286,2388,0,0,2388,100.0,0.0,0.0,
848,2014-2015,HK02,1915,LLCT120314,9283,547,4,0,551,99.3,0.7,0.0,
849,2014-2015,HK02,1915,LLCT120314,88,181,0,0,181,100.0,0.0,0.0,
850,2014-2015,HK02,1915,LLCT120314,211,1379,0,0,1379,100.0,0.0,0.0,
851,2014-2015,HK02,1915,LLCT120314,1286,72,0,0,72,100.0,0.0,0.0,
852,2014-2015,HK02,1915,TVTH230138,1286,69,0,0,69,100.0,0.0,0.0,
853,2014-2015,HK02,2104,1004030,9001,17,3,0,20,85.0,15.0,0.0,
277,2014-2015,HK01,225,1225111,9805,25,0,0,25,100.0,0.0,0.0,
278,2014-2015,HK01,225,1225111,600,107,0,0,107,100.0,0.0,0.0,
279,2014-2015,HK01,225,1225120,9805,81,8,0,89,91.0,9.0,0.0,
280,2014-2015,HK01,225,1225130,1042,145,6,0,151,96.0,4.0,0.0,
281,2014-2015,HK01,225,1225140,9805,12,0,0,12,100.0,0.0,0.0,
282,2014-2015,HK01,225,1225290,1067,135,1,0,136,99.3,0.7,0.0,
283,2014-2015,HK01,225,1225290,2026,81,0,0,81,100.0,0.0,0.0,
284,2014-2015,HK01,225,1225350,1042,38,0,0,38,100.0,0.0,0.0,
285,2014-2015,HK01,225,1225360,1041,28,9,2,39,71.8,23.1,5.1,
286,2014-2015,HK01,225,1225370,719,36,1,0,37,97.3,2.7,0.0,
287,2014-2015,HK01,225,1225380,1041,11,5,4,20,55.0,25.0,20.0,Cảnh báo điểm QT cao nhiều so với điểm thi
288,2014-2015,HK01,225,1225390,6000,22,2,0,24,91.7,8.3,0.0,
289,2014-2015,HK01,225,ERMA321025,2026,77,13,0,90,85.6,14.4,0.0,
290,2014-2015,HK01,225,ERMA321025,1067,18,0,0,18,100.0,0.0,0.0,
291,2014-2015,HK01,225,FMMT330825,2029,148,85,92,325,45.5,26.2,28.3,Cảnh báo điểm QT cao nhiều so với điểm thi
292,2014-2015,HK01,225,FMMT330825,9925,144,41,23,208,69.2,19.7,11.1,
293,2014-2015,HK01,225,FMMT330825,4037,271,40,15,326,83.1,12.3,4.6,
294,2014-2015,HK01,225,FMMT330825,1035,149,8,3,160,93.1,5.0,1.9,
295,2014-2015,HK01,225,MTNC340925,1041,30,11,0,41,73.2,26.8,0.0,
296,2014-2015,HK01,225,MTNC340925,346,98,21,4,123,79.7,17.1,3.3,
297,2014-2015,HK01,225,TOMT220125,347,61,8,0,69,88.4,11.6,0.0,
298,2014-2015,HK01,225,TOMT220225,255,364,30,3,397,91.7,7.6,0.8,
299,2014-2015,HK01,225,TOMT220225,9913,55,3,0,58,94.8,5.2,0.0,
300,2014-2015,HK01,225,TOMT220225,1041,454,9,1,464,97.8,1.9,0.2,
301,2014-2015,HK01,225,TOMT220225,9147,226,1,0,227,99.6,0.4,0.0,
302,2014-2015,HK01,226,1126010,9802,136,1,0,137,99.3,0.7,0.0,
303,2014-2015,HK01,226,1126010,4055,146,1,0,147,99.3,0.7,0.0,
304,2014-2015,HK01,226,1126010,668,254,0,0,254,100.0,0.0,0.0,
305,2014-2015,HK01,226,1126010,9967,236,0,0,236,100.0,0.0,0.0,
306,2014-2015,HK01,226,1126010,1046,224,0,0,224,100.0,0.0,0.0,
307,2014-2015,HK01,226,1126020,1051,125,1,0,126,99.2,0.8,0.0,
308,2014-2015,HK01,226,1126030,9967,29,2,0,31,93.5,6.5,0.0,
309,2014-2015,HK01,226,1126030,9802,63,2,0,65,96.9,3.1,0.0,
310,2014-2015,HK01,226,1126070,9802,45,41,29,115,39.1,35.7,25.2,Cảnh báo điểm QT cao nhiều so với điểm thi
311,2014-2015,HK01,226,1226120,1051,15,0,0,15,100.0,0.0,0.0,
312,2014-2015,HK01,226,1226130,9802,15,0,0,15,100.0,0.0,0.0,
313,2014-2015,HK01,226,1226140,1047,15,0,0,15,100.0,0.0,0.0,
314,2014-2015,HK01,226,ENMA220126,9802,107,82,26,215,49.8,38.1,12.1,Cảnh báo điểm QT cao nhiều so với điểm thi
315,2014-2015,HK01,226,ENMA220126,668,90,9,0,99,90.9,9.1,0.0,
316,2014-2015,HK01,226,ENMA220126,9967,87,8,3,98,88.8,8.2,3.1,
317,2014-2015,HK01,226,MASI220226,135,15,9,11,35,42.9,25.7,31.4,Cảnh báo điểm QT cao nhiều so với điểm thi
318,2014-2015,HK01,226,MASI220226,668,150,35,5,190,78.9,18.4,2.6,
319,2014-2015,HK01,226,MASI220226,1047,25,3,3,31,80.6,9.7,9.7,
320,2014-2015,HK01,226,METE320126,667,19,1,0,20,95.0,5.0,0.0,
321,2014-2015,HK01,226,METE330126,1051,347,28,0,375,92.5,7.5,0.0,
322,2014-2015,HK01,226,METE330126,667,103,8,0,111,92.8,7.2,0.0,
323,2014-2015,HK01,226,METE330126,4603C,14,1,0,15,93.3,6.7,0.0,
324,2014-2015,HK01,226,METE330126,1073,51,1,0,52,98.1,1.9,0.0,
325,2014-2015,HK01,228,1228020,352,46,7,0,53,86.8,13.2,0.0,
326,2014-2015,HK01,229,1129010,9306,95,33,47,175,54.3,18.9,26.9,Cảnh báo điểm QT cao nhiều so với điểm thi
327,2014-2015,HK01,229,1129100,9952,73,0,0,73,100.0,0.0,0.0,
328,2014-2015,HK01,229,1129100,3513,86,0,0,86,100.0,0.0,0.0,
329,2014-2015,HK01,229,1129100,493,178,0,0,178,100.0,0.0,0.0,
330,2014-2015,HK01,229,1129110,9893,30,6,2,38,78.9,15.8,5.3,
331,2014-2015,HK01,229,1129351,9932,79,0,0,79,100.0,0.0,0.0,
332,2014-2015,HK01,229,1129351,6000,80,0,0,80,100.0,0.0,0.0,
333,2014-2015,HK01,229,1129351,4122,49,0,0,49,100.0,0.0,0.0,
334,2014-2015,HK01,229,1229110,9307,18,15,2,35,51.4,42.9,5.7,Cảnh báo điểm QT cao nhiều so với điểm thi
335,2014-2015,HK01,229,1229130,1098,164,38,9,211,77.7,18.0,4.3,
336,2014-2015,HK01,229,1229141,604,26,0,0,26,100.0,0.0,0.0,
337,2014-2015,HK01,229,1229141,9932,21,0,0,21,100.0,0.0,0.0,
338,2014-2015,HK01,229,1229141,9306,17,0,0,17,100.0,0.0,0.0,
339,2014-2015,HK01,229,1229141,116,21,0,0,21,100.0,0.0,0.0,
340,2014-2015,HK01,229,1229141,1098,20,0,0,20,100.0,0.0,0.0,
341,2014-2015,HK01,229,1229141,4017,19,0,0,19,100.0,0.0,0.0,
342,2014-2015,HK01,229,1229141,9996,19,0,0,19,100.0,0.0,0.0,
343,2014-2015,HK01,229,1229300,1177,13,10,5,28,46.4,35.7,17.9,Cảnh báo điểm QT cao nhiều so với điểm thi
344,2014-2015,HK01,229,1229300,9996,170,2,0,172,98.8,1.2,0.0,
345,2014-2015,HK01,229,1229310,116,96,28,3,127,75.6,22.0,2.4,
346,2014-2015,HK01,229,1229310,2922,27,0,0,27,100.0,0.0,0.0,
347,2014-2015,HK01,229,1229340,4122,78,11,5,94,83.0,11.7,5.3,
348,2014-2015,HK01,229,1229340,243,131,1,0,132,99.2,0.8,0.0,
349,2014-2015,HK01,229,1229350,6000,134,20,6,160,83.8,12.5,3.8,
350,2014-2015,HK01,229,1229350,9932,19,0,0,19,100.0,0.0,0.0,
351,2014-2015,HK01,229,1229480,2029,22,8,4,34,64.7,23.5,11.8,
352,2014-2015,HK01,229,1229480,9895,134,23,5,162,82.7,14.2,3.1,
353,2014-2015,HK01,229,APEN331329,256,183,19,6,208,88.0,9.1,2.9,
354,2014-2015,HK01,229,AUCO330229,2029,63,0,0,63,100.0,0.0,0.0,
355,2014-2015,HK01,229,AUCO330229,9932,29,0,0,29,100.0,0.0,0.0,
356,2014-2015,HK01,229,DTMC240929,9307,42,23,7,72,58.3,31.9,9.7,Cảnh báo điểm QT cao nhiều so với điểm thi
357,2014-2015,HK01,229,EEEN230129,604,23,2,0,25,92.0,8.0,0.0,
358,2014-2015,HK01,229,EEEN230129,184,71,5,2,78,91.0,6.4,2.6,
359,2014-2015,HK01,229,EEEN230129,9893,165,6,0,171,96.5,3.5,0.0,
360,2014-2015,HK01,229,MPAU320729,6000,39,10,4,53,73.6,18.9,7.5,
361,2014-2015,HK01,229,MPAU320729,4122,137,16,11,164,83.5,9.8,6.7,
362,2014-2015,HK01,229,PNHY330529,2063,105,0,0,105,100.0,0.0,0.0,
363,2014-2015,HK01,229,PNHY330529,1098,125,0,0,125,100.0,0.0,0.0,
364,2014-2015,HK01,330,1130040,9277,66,7,0,73,90.4,9.6,0.0,
365,2014-2015,HK01,330,1230030,9056,37,4,0,41,90.2,9.8,0.0,
366,2014-2015,HK01,330,1230100,9974,25,0,0,25,100.0,0.0,0.0,
367,2014-2015,HK01,330,1230100,1088,199,0,0,199,100.0,0.0,0.0,
368,2014-2015,HK01,330,ICEP330330,9974,150,27,8,185,81.1,14.6,4.3,
369,2014-2015,HK01,330,ICEP330330,9277,140,18,3,161,87.0,11.2,1.9,
370,2014-2015,HK01,331,1104115,2144,98,0,0,98,100.0,0.0,0.0,
371,2014-2015,HK01,331,1231011,2016,103,8,5,116,88.8,6.9,4.3,
372,2014-2015,HK01,331,1231012,2016,71,22,29,122,58.2,18.0,23.8,Cảnh báo điểm QT cao nhiều so với điểm thi
373,2014-2015,HK01,331,1231030,2016,14,2,0,16,87.5,12.5,0.0,
374,2014-2015,HK01,331,1231050,2144,56,12,4,72,77.8,16.7,5.6,
375,2014-2015,HK01,331,1231060,2144,172,41,11,224,76.8,18.3,4.9,
376,2014-2015,HK01,331,1231060,2019,22,0,0,22,100.0,0.0,0.0,
377,2014-2015,HK01,331,THOV330131,2016,65,20,22,107,60.7,18.7,20.6,
378,2014-2015,HK01,331,THOV330131,5,25,1,0,26,96.2,3.8,0.0,
379,2014-2015,HK01,332,1132100,2025,68,1,0,69,98.6,1.4,0.0,
380,2014-2015,HK01,332,1132101,1241,10,1,0,11,90.9,9.1,0.0,
381,2014-2015,HK01,332,1132170,2169,75,0,0,75,100.0,0.0,0.0,
382,2014-2015,HK01,332,1232020,2169,39,0,0,39,100.0,0.0,0.0,
383,2014-2015,HK01,332,1232070,9924,92,1,0,93,98.9,1.1,0.0,
384,2014-2015,HK01,332,1232100,2171,96,1,0,97,99.0,1.0,0.0,
385,2014-2015,HK01,332,1232110,1242,40,10,2,52,76.9,19.2,3.8,
386,2014-2015,HK01,332,1232130,9924,67,10,0,77,87.0,13.0,0.0,
387,2014-2015,HK01,332,1232140,2035,41,0,0,41,100.0,0.0,0.0,
388,2014-2015,HK01,332,1232160,9924,20,3,0,23,87.0,13.0,0.0,
389,2014-2015,HK01,332,1232160,2169,82,7,0,89,92.1,7.9,0.0,
390,2014-2015,HK01,332,1832150,1242,26,0,0,26,100.0,0.0,0.0,
391,2014-2015,HK01,332,1832160,4703,25,0,0,25,100.0,0.0,0.0,
392,2014-2015,HK01,332,1832170,1242,23,0,0,23,100.0,0.0,0.0,
