CurriculumID,CurriculumName,Credits,GraduateLevelID,CurriculumGroupID,DepartmentID,ForeignName
1,KTra AV,0,DH,NC,1701,
1011,Toán cao cấp A1,4,DH,NC,1701,Advanced Mathematics A1
1012,Toán cao cấp A2,4,DH,NC,1701,Advanced Mathematics A2
1013,Toán cao cấp A3,5,DH,NC,1701,Advanced Mathematics A3
1014,Toán cao cấp A4,3,DH,NC,1701,Advanced Mathematics A4
1015,Toán cao cấp A5,5,DH,NC,1701,Advanced Mathematics A5
1020,Xác suất thống kê A,3,DH,NC,1701,Probability and Statistics A
1071,Toán cao cấp B1,3,DH,NC,1701,Advanced Mathematics B1
1072,Toán cao cấp B2,3,DH,NC,1701,Advanced Mathematics B2
1080,Xác suất thống kê B,3,DH,NC,1701,Probability and Statistics B
1091,Toán cao cấp 1,5,DH,NC,1701,Advanced Mathematics 1
1092,Toán cao cấp 2,5,DH,NC,1701,Advanced Mathematics 2
1093,Toán cao cấp 3,3,DH,NC,1701,Advanced Mathematics 3
1094,Toán cao cấp A4,4,DH,NC,1701,Advanced Mathematics A4
1111,Bài tập Toán B1,0,DH,NC,1701,
1112,Bài tập Toán B2,0,DH,NC,1701,
2011,Vật lý đại cương A1,4,DH,NC,1702,General physics A1
2012,Vật lý đại cương A2,3,DH,NC,1702,General physics A2
2013,Vật lý đại cương A3,3,DH,NC,1702,General physics A3
2021,Thí nghiệm vật lý 1,1,DH,NC,1702,Physics Experiment 1
2022,Thí nghiệm vật lý 2,1,DH,NC,1702,Physics Experiment 2
2031,Vật lý đại cương A1,3,DH,NC,1702,General physics A1
2032,Vật lý đại cương A2,4,DH,NC,1702,General physics A2
2033,Vật lý đại cương A3,5,DH,NC,1702,General physics A3
2041,Vat lý đại cương A1,5,DH,NC,1702,
2042,Vật lý đại cương A2,3,DH,NC,1702,General physics A2
2043,Vat Ly đại cương A3,4,DH,NC,1702,
2051,Vật lý đại cương B1,4,DH,NC,1702,General physics B1
2052,Vật lý đại cương B2,3,DH,NC,1702,General physics B2
3030,TN hóa đại cương A2,1,DH,NC,703,
3041,Hóa đại cương A1,5,DH,NC,703,General chemistry A1
3042,Hóa đại cương A2,4,DH,NC,703,General chemistry A2
3141,Hóa đại cương A1 HP1,3,DH,NC,703,General chemistry A1
3142,Hóa đại cương A1 HP2,2,DH,NC,703,General chemistry A1
3150,TN hóa đại cương A1,1,DH,NC,703,
3151,Thí nghiệm Hóa 1,1,DH,NC,703,
3152,Thí nghiệm Hóa 2,1,DH,NC,703,
4031,Anh văn 1,6,DH,NC,2104,English 1
4032,Anh văn 2,6,DH,NC,2104,English 2
4033,Anh văn 3,6,DH,NC,2104,English 3
4034,Anh văn 4,4,DH,NC,2104,English 4
4035,Anh văn 5,4,DH,NC,2104,English 5
4036,Anh văn 6,4,DH,NC,2104,English 6
4041,Anh Van 1,5,DH,NC,2104,English 1
4042,Anh Van 2,5,DH,NC,2104,English 2
4043,Anh Van 3,5,DH,NC,2104,English 3
4044,Anh Van 4,5,DH,NC,2104,English 4
4045,Anh Van 5,3,DH,NC,2104,English 5
4061,Pháp Văn 1,6,DH,NC,2104,
4062,Pháp Văn 2,6,DH,NC,2104,
4063,Pháp Văn 3,6,DH,NC,2104,
4071,Anh Văn 1 (THCN Việt - Đức),4,DH,NC,2104,English 1
4072,Anh văn 2 (THCN Việt-Đức),4,DH,NC,2104,English 2
5010,Triết học,5,DH,NC,1905,Philosophy
5011,Triết học 1,3,DH,NC,1905,Philosophy 1
5012,Triết học 2,2,DH,NC,1905,Philosophy 2
5013,Triết học (TNCĐ 2002),2,DH,GC,1905,
5020,Tiếng Việt thực hành (B),3,DH,NC,1905,Practical Vietnamese Language
5030,Cơ sở văn hóa Việt Nam,2,DH,NC,1905,Vietnamese Culture
5040,Lịch sử thế giới Đ.cương,4,DH,NC,1905,
5050,Lịch sử Triết học,3,DH,NC,1905,
5060,Ls Văn Minh Phương tây,2,DH,NC,1905,
5070,Ls Văn Minh Thế giới,4,DH,NC,1905,
5080,Ls Việt Nam đại cương,3,DH,NC,1905,
5090,Chính Trị (TH),6,DH,NC,1905,Politics
5091,Chính trị (TN TrH 2003),2,DH,GC,1905,Political
5100,Cơ sở văn hóa Việt Nam,3,DH,NC,1905,Vietnamese Culture
5110,Tư tưởng Hồ Chí Minh(từK.TN04),3,DH,NC,1905,Ho Chi Minh's Ideology
5280,Nhập môn xã hội học,2,DH,NC,1905,Introduction to Sociology
5290,Tiếng Việt thực hành,2,DH,NC,1905,Practical Vietnamese Language
6010,Lịch sử Đảng cộng sản VN,4,DH,NC,1905,History of Vietnam Communist Party
6011,Lich Su Đang Cong San Vn,3,DH,NC,1905,History of Vietnam Communist Party
6020,CNXH khoa học,4,DH,NC,1905,Scientific Socialism
6021,Cnxh Khoa Hoc,3,DH,NC,1905,
6030,Kinh tế chính trị học,5,DH,NC,2206,Political Economic
6031,Kinh tế chính trị 1,3,DH,NC,2206,
6032,Kinh tế chính trị 2,2,DH,NC,2206,
6033,Kinh tế chính trị (TN02),5,DH,GC,2206,
6040,Nhập môn Xã hội học,3,DH,NC,1905,Introduction to Sociology
6062,Pháp Văn 2,6,DH,NC,2104,
6070,Kinh tế học đại cương,3,DH,NC,2206,
6090,Lịch Sử Thế Giới ĐC,4,DH,NC,1905,
6100,Kinh tế Vi mô,4,DH,NC,2206,
6110,Kinh tế Vĩ mô,4,DH,NC,2206,
6120,Lý luận Nhà nước và  p/luật,4,DH,NC,1905,
6130,Kinh tế năng lượng,3,DH,NC,2206,Energy Economics
7010,Giáo dục thể chất,3,DH,PC,1913,Physical Education
7011,Giáo dục thể chất 1,1,DH,PC,1913,Physical Education 1
7012,Giáo dục thể chất 2,1,DH,PC,1913,Physical Education 2
7013,Giáo dục thể chất 3,1,DH,PC,1913,Physical Education 3
7030,Giáo dục thể chất (TH),1,DH,PC,1913,Physical Education
8010,Giáo dục quốc phòng,3,DH,DC,1708,National Defence Education
8011,"GD quốc phòng 1 (LT)CĐ,N",2,DH,DC,1708,National Defence Education 1
8012,"GD quốc phòng 2 (TH)CĐ,N",2,DH,DC,1708,National Defence Education 2
8013,GD quốc phòng 3,2,DH,DC,1708,National Defence Education 3
8021,GD quốc phòng 1 (LT) ĐH,3,DH,DC,1708,National Defence Education 1
8022,GD quốc phòng 2 (TH) ĐH,3,DH,DC,1708,National Defence Education 2
8030,Quân sự (TrH),2,DH,NC,1708,National Defence Education
9011,Sinh học đcương A1-k98,3,DH,NC,1609,General Biology A1
9012,Sinh học đcương A2-k98,1,DH,NC,1609,General Biology A2
9013,Sinh học đại cương A3,2,DH,NC,1609,General Biology A3
9014,Sinh học đại cương A4,2,DH,NC,1609,General Biology A4
9015,Sinh học đcương A1-từk99,2,DH,NC,1609,General Biology A1
9016,Sinh học đcương A2-từk99,2,DH,NC,1609,General Biology A2
9017,Sinh học đại cương 2,3,DH,NC,1609,General Biology 2
9021,TN sinh học ĐC A1,1,DH,NC,1609,
9022,TN sinh học ĐC A2,1,DH,NC,1609,
9023,TN sinh học ĐC A3,1,DH,NC,1609,
9250,Môi trường  và  con người,3,DH,NC,1609,Environment and People
9311,Thí nghiệm Sinh Thực,1,DH,NC,1609,
9312,Thí nghiệm Sinh động,1,DH,NC,1609,
9320,Thí nghiệm Sinh 1,1,DH,NC,1609,
25011,TT dung sai kỹ thuật đo,1,DH,NC,225,
60010,Tin Học (TH),3,DH,NC,1061,Basic Informatics
60020,Tin học (TrH),3,DH,NC,1060,Basic Informatics
81020,Nhập môn tin học,5,DH,NC,1881,
101030,Toán rời rạc,2,DH,NC,1701,Discrete Mathematics
101060,Hàm biến phức và PbđLaplace,3,DH,NC,1701,Complex Functions  and Laplace Transforms
101070,Toán rời rạc,3,DH,NC,1701,Discrete Mathematics
103010,Hóa hữu cơ,6,DH,NC,703,Organic Chemistry
103050,TN hóa hữu cơ (KT.IN),1,DH,NC,703,Organic Chemistry Experiment
103080,Hóa hữu cơ,2,DH,NC,703,Organic Chemistry
103090,Hóa phân tích,2,DH,NC,703,Chemical Analysis
103100,TN hóa hữu cơ (KNC),1,DH,NC,703,Organic Chemistry Experiment
103110,TN hóa phân tích,1,DH,NC,703,
104010,Anh văn chuyên ngành (K.Điện),3,DH,NC,2104,English for Electrical Engineering
104020,Anh văn chuyên ngành,3,DH,NC,2104,
104030,Anh văn C.Ngành (K.KNC),3,DH,NC,2104,
104040,Anh văn chuyên ngành(TH),4,DH,NC,2104,
104041,Anh văn CN 1 ( TH ),4,DH,NC,2104,
104042,Anh văn CN 2 ( TH ),2,DH,NC,2104,
104043,Anh văn CN3 ( TH ),4,DH,NC,2104,
104044,Anh văn chuyên ngành Tin học 1,3,DH,NC,2104,
104050,Anh văn chuyên ngành Tin học 2,3,DH,NC,2104,
104080,Anh văn chuyên ngành (TrH),4,DH,NC,2104,English for Mechanical Engineering
104110,Anh văn chuyên ngành (K.Điện),3,DH,NC,2104,English for Electrical Engineering
104111,Anh văn chuyên ngành (Điện tử),3,DH,NC,163,English for Electrical Engineering
104113,Anh văn chuyên ngành (CKM;KCS),3,DH,NC,224,
104114,Anh văn chuyên ngành(KTNhiệt),3,DH,NC,330,English for Automotive Engineering
104115,Anh văn chuyên ngành (K.CKD),3,DH,NC,331,
104116,Anh văn chyên ngành (ĐH-XDC),3,DH,NC,417,
104117,Anh văn chuyên ngành (KNC),3,DH,NC,750,
104118,Anh văn chuyên ngành (K.IN),3,DH,NC,555,English for Graphic Arts
104119,Anh văn chuyên ngành (May),3,DH,NC,651,
104120,Anh văn chuyên ngành (TKT),3,DH,NC,2104,
104121,Anh văn chuyên ngành (KNC),3,DH,NC,2104,
104122,Anh văn chuyên ngành(KNN),3,DH,NC,2104,
106040,Kinh tế vĩ mô và vi mô,3,DH,NC,2206,Macroeconomics and Microeconomics
106060,Quản trị kinh doanh,2,DH,NC,2206,
106070,Quản trị kinh doanh,1,DH,NC,2206,
106080,Quản trị học,4,DH,NC,2206,
106090,Pháp luật VN đại cương,3,DH,NC,1905,
106091,Dân số học,2,DH,NC,1905,
109030,Sinh hóa (NN),3,DH,NC,1609,
109040,Vi sinh (NN),3,DH,NC,1609,
109041,Thí nghiệm vi sinh,1,DH,NC,1609,
109050,Sinh lý gia súc,4,DH,NC,1609,
109060,Sinh lý thực vật,4,DH,NC,1609,
109070,Thổ nhưỡng,2,DH,NC,1609,
109080,Nông hóa,3,DH,NC,1609,
109090,Sinh hóa (Ctiếp-KNN),2,DH,NC,1609,
109100,Vi sinh (Ctiếp-KNN),2,DH,NC,1609,
109110,Khí tượng (Ctiếp-KNN),3,DH,NC,1609,
109120,Sinh lý gia súc (Ctiếp-KNN),2,DH,NC,1609,
109130,Thổ nhưỡng-Nông hoá(Ctiếp-KNN),3,DH,NC,1609,
119010,Trắc địa (ĐH-XDC),2,DH,NC,417,
119020,Địa chất công trình (ĐH-XDC),2,DH,NC,417,Engineering Geology
119030,Vật liệu xây dựng (ĐH-XDC),3,DH,NC,417,
119041,Bê tông 1 (ĐH-XDC),3,DH,NC,417,
119042,Bê tông 2 (ĐH-XDC),2,DH,NC,417,
119050,Nền móng (ĐH-XDC),3,DH,NC,417,
119070,Kết cấu thép (ĐH-XDC),3,DH,NC,417,Steel Structure
119090,Thi công (ĐH-XDC),4,DH,NC,417,
119100,Cấp thoát nước (ĐH-XDC),3,DH,NC,417,Water Supply & Sewerage Engineering
119210,TN cơ chất lỏng (ĐH-XDC),2,DH,NC,417,
119220,Thực tập trắc địa (ĐH-XDC),2,DH,NC,417,
119230,TN cơ học đất (ĐH-XDC),2,DH,NC,417,Soil Mechanics Experiment
119300,Thực tập Vật liệu xây dựng,1,DH,NC,417,
120010,"HH-Vẽ KT A (ĐH,CĐ-CKhí)",6,DH,NC,220,
120011,Hinh hoa - Ve ky thuat,4,DH,NC,220,
120012,Hinh hoa - Ve Ky thuat,2,DH,NC,220,
120020,Auto CAD căn bản,2,DH,NC,220,
120030,"HH-Vẽ KT B (ĐH,CĐ-Điện)",2,DH,NC,220,
120080,HH-Vẽ kỹ thuật D (KT.IN),4,DH,NC,220,Descriptive Geometry and Engineering Drawing D
120090,"HH-vẽ kỹ thuật E (NĐL,CNT,CĐT)",4,DH,NC,220,Descriptive Geometry and Engineering Drawing E
120100,Mỹ thuật công nghiệp B,2,DH,NC,220,
120110,"HH-Vẽ KT C (ĐH,CĐ-May)",3,DH,NC,220,
120120,HH_Vẽ KT (ĐH-Ckhí-hệ N),4,DH,NC,220,
120160,HH-Vẽ KT-ACAD (ĐH-XDC),4,DH,NC,220,
121010,Cơ lý thuyết,7,DH,NC,421,Engineering Mechanics
121011,Cơ lý thuyết,6,DH,NC,421,Engineering Mechanics
121020,Ma sát,1,DH,NC,223,
121030,Dao động trong kỹ thuật,2,DH,NC,421,Vibration in Engineering
121031,Dao Đong Trong Ky Thuat,1,DH,NC,421,
121040,"Cơ ứng dụngA(ĐH,CĐ-Điện)",3,DH,NC,421,Applied Mechanics in Electrical Engineering
121080,"Cơ ứng dụng B(ĐH,CĐ-May)",4,DH,NC,421,Applied Mechanics B
121090,Cơ ứng dụng C(ĐH- KT.In),6,DH,NC,421,Applied Mechanics C
121120,Cơ ứng dụng D,5,DH,NC,421,Applied Mechanics D
121150,Cơ kỹ thuật 1 (CĐ-CKhí),4,DH,NC,421,Engineering Mechanics 1
121152,Cơ kỹ thuật 2 (CĐ-Ckhí),3,DH,NC,421,Engineering Mechanics 2
121160,PP phần tử hữu hạn,3,DH,NC,421,
121190,Cơ học (Đhọc-Ckhí-hệN),6,DH,NC,421,
121191,Cơ học 1(Đhọc-ckhí-hệ N),3,DH,NC,421,
121192,Cơ học 2(Đhọc-ckhí-hệ N),3,DH,NC,421,
121230,Cơ lý thuyết,3,DH,NC,421,Engineering Mechanics
121240,"Cơ lý thuyết(CĐT,CNT,NĐL,XDC)",4,DH,NC,421,Theoretical Mechanics
121250,"Sức bền VLiệu(CĐT,CNT,NĐL)",4,DH,NC,421,Strength of Materials
121320,Cơ chất lỏng  và thủy lực(ĐH-XDC),4,DH,NC,417,
121340,Cơ học đất (ĐH-XDC),3,DH,NC,417,Soil Mechanic
121350,Phần tử hữu hạn (ĐH-XDC),2,DH,NC,421,
121360,Thí nghiệm cơ học (ĐH-XDC),2,DH,NC,421,Experiment on Mechanics
122010,Sức bền vật liệu,5,DH,NC,421,Strength of Materials
122030,"Sức bền vật liệu (hệ N,ĐH-XDC)",4,DH,NC,421,Strength of Materials
122040,Cơ kỹ thuật 2 (CĐ-CKhí),3,DH,NC,421,Engineering Mechanics 2
122060,Thí nghiệm Cơ học,1,DH,NC,421,Experiment on Mechanics
123010,Nguyên lý máy,4,DH,NC,223,
123020,Chi tiết máy,4,DH,NC,223,
123030,Đồ án chi tiết máy,1,DH,NC,223,Machine Part Design Project
123040,Máy nâng chuyển,1,DH,NC,223,
123090,Ng lý- Chi tiết máy (CT),2,DH,NC,223,
123100,Đán Nlý-chi tiết máy(CT),1,DH,NC,223,
123110,Cơ kỹ thuật 3 (CĐ-CKhí),3,DH,NC,223,Engineering Mechanics 3
123140,"Ng.Lý chi tiết máy(CĐT,CNT,NĐ)",5,DH,NC,223,
125010,Dung sai-Kỹ thuật đo,2,DH,NC,225,Tolerances and measuring technique
125070,"TN Đo lường cơ khí(CĐT,CNT,)",1,DH,NC,225,Experiment of mechanical measuring
125180,Cơ sở CNCTM (ĐH-nhóm cơ khí),4,DH,NC,224,
125190,CNCT máy (KCN),2,DH,NC,225,
125230,TĐhóa qúa trình sản xuất,2,DH,NC,225,
125240,Điều khiển tự động,2,DH,NC,229,Automatic Control
125250,PP tối ưu  và  Qh tuyến tính,2,DH,NC,225,
125340,Cơ sở CNCT máy B (CT),2,DH,NC,225,
125350,Lý thuyết tự động B (CT),2,DH,NC,225,
125351,Lý thuyết tự động B (CT-từK02),3,DH,NC,229,
125580,"TN đo lường cơ khí(ĐH-CĐT,CNT)",1,DH,NC,225,Experiment of mechanical measuring
125600,"Truyền động khí nén I(CĐT,CNT)",2,DH,NC,229,
125610,"Truyền động thủy lựcI(CĐT,CNT)",2,DH,NC,229,
125620,"TN khí nén I (CĐT,CNT)",1,DH,NC,229,
125630,"TN thủy lực I  (CĐT,CNT)",1,DH,NC,229,
125640,"Thí nghiệm PLC I (CĐT,CNT)",1,DH,NC,229,
125641,"TN lập trình PLC II (CĐT,CNT)",1,DH,NC,229,
126010,Kim loại học  và  Nhiệt luyện A,3,DH,NC,226,
126020,Công nghệ kim loại(ĐH),4,DH,NC,226,Metal Technology
126021,"CN kim loại(CĐ-Ckhí,ĐH-CĐT,CNT",3,DH,NC,226,
126030,Vật liệu phi kim loại,1,DH,NC,226,
126040,Kỹ thuật nhiệt,2,DH,NC,332,Thermal Engineering
126050,Kỹ thuật nhiệt B,2,DH,NC,332,Thermal Engineering B
126060,Kinh tế tổ chức sản xuất,1,DH,NC,226,
126070,Công nghệ kim loại B(CT),2,DH,NC,226,Metal Technology
126100,K.loại học  và  NluyệnB(CT),2,DH,NC,226,
126220,Vật liệu học (NĐL),2,DH,NC,226,Engineering Materials
128010,Công nghệ chế biến gỗ,3,DH,NC,228,Technology of wood
128020,Công nghệ chế biến gỗ(từ00KCN,3,DH,NC,228,Technology of wood
128030,Công nghệ chế biến gỗ,1,DH,NC,228,Technology of wood
130080,NLý kết cấu ĐC đốt trong,3,DH,NC,330,
130090,An toàn LĐ và  môi trường,2,DH,NC,330,Work Safety
130150,Điện tử ô tô,2,DH,NC,330,
130360,Vi xử lý ứng dụng (NĐL),2,DH,NC,330,Applied Micro Processors
131050,Kỹ thuật thủy khí,2,DH,NC,332,
131070,Thủy lực  và  máy thủy lực A,4,DH,NC,332,
131160,Thủy lực  và  máy TL B (CT),2,DH,NC,332,
131170,Thủy lực  và  máy TL C (CĐ),3,DH,NC,332,
132010,Nhiệt động học KT,4,DH,NC,332,
132020,Thủy khí động lực học,3,DH,NC,332,
132030,Truyền nhiệt,4,DH,NC,332,Heat Transfer
132050,Bơm quạt máy nén,3,DH,NC,332,"Pum, Fan and Compressor"
140010,Kỹ thuật điện tử,3,DH,NC,162,Electronics Engineering
140020,Điện tử cơ bản,5,DH,NC,162,Basic Electronics
140030,Lý thuyết tín hiệu,2,DH,NC,162,Signal Theory
140040,Kỹ thuật xung số,2,DH,NC,163,
140041,Kỹ thuật Số,2,DH,NC,1880,Digital technique
140050,Vi mạch,4,DH,NC,163,
140060,Điện tử công suất(Đ.học),3,DH,NC,163,Power Electronics
140061,Điện tử công suất(Ctiếp-ĐKC),3,DH,NC,163,Power Electronics
140070,G.tích mạch điện tử trên VT,2,DH,NC,163,
140080,Vi xử lý ứng dụng,2,DH,NC,163,Applied Micro Processors
140320,Điện tử công suất(Cao đẳng),2,DH,NC,163,Power Electronics
140491,Điện tử cơ bản 1,3,DH,NC,162,Basic Electronics 1
140492,Điện tử cơ bản 2,2,DH,NC,162,Basic Electronics 2
140540,Linh kiện điện tử,2,DH,NC,162,
140550,Kỹ thuật số (CĐT),2,DH,NC,163,Digital technique
140560,"TN vi xử lý (CĐT,CNT)",1,DH,NC,229,Practice on Microprocessors
140570,Điện tử cơ bản (ĐH-TH),5,DH,NC,162,Basic Electronics
140580,KT vi mạch tương tự (CĐT),2,DH,NC,163,
140600,"Vi xử lý (CNT,CĐT)",2,DH,NC,163,Microprocessor
140610,Điện tử công suất (ĐH-CĐT),2,DH,NC,163,Power Electronics
141010,Kỹ thuật điện,3,DH,NC,144,Electrical Engineering
141020,Máy điện đại cương,2,DH,NC,144,
141031,Mạch điện 1,5,DH,NC,162,Electric Circuit 1
141032,Mạch điện 2,2,DH,NC,144,Electric Circuit 2
141040,Trường điện từ,3,DH,NC,162,Electromagnetic Field
141050,Vật liệu điện,2,DH,NC,162,
141060,Khí cụ điện,2,DH,NC,144,Electrical Apparatus
141070,Mạch điện 2,2,DH,NC,162,Electric Circuit 2
141080,Đo lường điện,3,DH,NC,162,
141090,Máy điện,5,DH,NC,144,Electrical Machine
141100,Đo lường không điện,3,DH,NC,146,
141140,Kỹ thuật điện,2,DH,NC,162,Electrical Engineering
141150,Máy và khí cụ điện,3,DH,NC,162,
141170,Điện gia dụng (KNC),2,DH,NC,144,
141180,Đo lường không điện B (CT),2,DH,NC,146,
141190,Máy điện đặc biệt (CT),1,DH,NC,144,Special Electrical Machine
141200,Lý thuyết mạch,6,DH,NC,141,
141210,KT điện (MCN - hệ N ),2,DH,NC,144,
141221,Máy điện 1,3,DH,NC,144,Electrical Machine 1
141222,Máy điện 2,2,DH,NC,144,Electrical Machine 2
141250,Kỹ thuật điện tử,2,DH,NC,162,Electronics Engineering
141260,Máy và khí cụ điện (NĐL),3,DH,NC,144,
141270,Đo lường điện (CĐT),2,DH,NC,162,
142010,Vẽ điện,1,DH,NC,145,
142020,An toàn điện,1,DH,NC,145,Electrical Safety
142030,Truyền động điện,5,DH,NC,145,Electric Drive
142061,Truyền động điện 1,3,DH,NC,145,Electric Drive 1
142062,Truyền động điện 2,2,DH,NC,145,Electric Drive 2
142070,Điều khiển tự động,4,DH,NC,146,Automatic Control
142240,Thiết kế máy điện(TN-CĐĐKCtừ99,2,DH,GC,144,
142250,G.tích mạng điện trên VT ĐKC,2,DH,NC,145,
142390,"TN tr.động điện (ĐH-CĐT,CNT)",1,DH,NC,145,
142400,"Truyền động điện (CĐT,CNT)",3,DH,NC,145,Electric Drive
150010,Hóa sinh,3,DH,NC,750,Biochemistry
150020,Vi sinh thực phẩm,3,DH,NC,750,Food Microbiology
150030,Hóa thực phẩm,3,DH,NC,750,Food Chemistry
150040,Vệ sinh an toàn thực phẩm,2,DH,NC,750,Food Hygiene and Food Safety
150050,Dinh dưỡng lý thuyết,2,DH,NC,750,Nutrition Theory
150200,Quản trị gia đình,1,DH,NC,750,Home Management
150201,Quản trị gia đình,2,DH,NC,750,Home Management
150210,Trang trí nội thất,1,DH,NC,750,
150220,Mỹ dung,1,DH,NC,750,Beautiful Care
150230,Lễ tân,1,DH,NC,750,
150270,TN hóa thực phẩm,1,DH,NC,750,
150280,Hóa thực phẩm,2,DH,NC,750,Food Chemistry
150290,Vi sinh thực phẩm,2,DH,NC,750,Food Microbiology
150291,Tâm lý người tiêu dùng,1,DH,NC,750,
150292,Vi sinh ứng dụng (CT-KNC ),2,DH,NC,750,
151010,Vật liệu dệt và  may B(ĐHKNC+NMCN,2,DH,NC,651,
151020,"Vật liệu dệt-may A (MCN,TKT)",3,DH,NC,651,
151030,Nhân trắc học,2,DH,NC,651,
151040,Vẽ mỹ thuật trang phục,2,DH,NC,651,Fine Art Drawing for Costume
151090,Kiểm tra chất lượng SP,1,DH,NC,651,
151280,Thẩm mỹ học A,2,DH,NC,651,Aesthetics A
151410,Tạo mẫu,2,DH,NC,651,Pattern Making
151420,Thiết kế thời trang,1,DH,NC,651,Fashion Design
151490,Luật công ty,1,DH,NC,651,
151550,Thẩm mỹ học B,1,DH,NC,651,Aesthetics B
151720,Vệ sinh môi trường,1,DH,NC,651,
151850,Tạo mẫu (MCN-hệN;Ctiếp-KNC),1,DH,NC,651,Pattern Making
152011,Hình họa cơ bản 1,2,DH,NC,652,Basic Picturesqueness 1
152012,Hình họa cơ bản 2,2,DH,NC,652,Basic Picturesqueness 2
152013,Hình họa cơ bản 3,2,DH,NC,652,Basic Picturesqueness 3
152031,Vẽ mỹ thuật 1,2,DH,NC,652,Fine Art Drawing 1
152032,Vẽ mỹ thuật 2,2,DH,NC,652,Fine Art Drawing 2
152033,Vẽ mỹ thuật 3,2,DH,NC,652,Fine Art Drawing 3
152034,Vẽ mỹ thuật 4,2,DH,NC,652,Fine Art Drawing 4
152041,Hình họa nâng cao 1,2,DH,NC,652,Advanced Picturesqueness 1
152042,Hình họa nâng cao 2,2,DH,NC,652,Advanced Picturesqueness 2
152043,Hình họa nâng cao 3,2,DH,NC,652,Advanced Picturesqueness 3
152050,Xã hội học về thời trang,4,DH,NC,652,
152110,Vẽ Corel Draw (CT MCN ),2,DH,NC,652,
152120,TT Coral Draw (CT MCN),2,DH,NC,652,Corel Draw Practice
152130,TT thiết kế Thời trang trên VT,3,DH,NC,652,Practice of Computer Aided Fashion Design
155010,Lý thuyết màu,4,DH,NC,555,Color Theory
155020,Lý thuyết chụp(K99),5,DH,NC,555,
155021,KT chụp và trhóah/ảnh1(K98),4,DH,NC,555,
155022,KT chụp và  trhóah/ảnh2(K98,4,DH,NC,555,
155030,KT trhóa hình ảnh (K99),2,DH,NC,555,
155040,Đại cương in (K99),4,DH,NC,555,
155050,Vật liệu in,5,DH,NC,555,Printing Materials
160021,Vẽ Kỹ Thuật 1 (TH),3,DH,NC,1060,Engineering Drawing 1
160022,Vẽ kỹ thuật 2 (TH),4,DH,NC,1060,Engineering Drawing 2
160040,Dung sai  và  Kỹ thuật đo (TH),3,DH,NC,1060,Tolerances and Measuring Technique
160050,Vật liêu học (TH),3,DH,NC,1060,Engineering Materials
160061,Cơ kỹ thuật 1 (TH),3,DH,NC,1060,Engineering Mechanics
160062,Cơ KT 2-Sức bền vật liệu (TrH),3,DH,NC,1060,Strength of Materials
160063,Cơ KT 3-NL chi tiết máy (TrH),3,DH,NC,1060,Principles and Elements of Machines
160230,Qua ban cơ khí (TH),3,DH,NC,1060,Metal Basic Training (Electric)
160240,KT điều khiển điện-khí nén(Trh,2,DH,NC,1061,Electrical-Pneumatic Control Technique
161020,Kỹ thuậtđiện một chiều (TH),3,DH,NC,1061,DC Technique
161030,Kỹ thuật điện xoay chiều (TH),3,DH,NC,1061,AC Technique
161040,Kỹ thuật hàn (TH),2,DH,NC,1061,Welding Technique
161060,Khí cụ điện (TrH),2,DH,NC,1061,Electrical Apparatus
161130,Điện tử cơ bản (TrH),3,DH,NC,1061,Basic Electronics
161230,Kỹ thuật điện (TrH),3,DH,NC,1061,Electrical Technique
161240,Kỹ thuật điện (TrH),6,DH,NC,1061,Electrical Technique
179010,Tin học văn phòng (ĐH-K2001),3,DH,NC,1881,Microsoft Office
179020,Cơ sở lập trình 1 (ĐH),3,DH,NC,1881,Fundamental of Programming 1
179022,Cơ sở lập trình 2 (ĐH-TH),3,DH,NC,1881,Fundamental of Programming 2
179250,Tin học cơ bản,3,DH,NC,1881,Fundamental of Computer
180010,"Lập trình C (ĐH-CĐT, CNT)",3,DH,NC,1880,C Language Programming
180020,"Mạng Internet (CĐT,CTĐL)",2,DH,NC,1880,
180040,Cấu trúc dữ liệu 1 (ĐH-TH),4,DH,NC,1880,Data Structure and Algorithms 1
180042,Cấu trúc dữ liệu 2 (ĐH-TH),4,DH,NC,1880,Data Structure and Algorithms 2
180050,"Thuật tóan (ĐH,CĐ-TH)",4,DH,NC,1880,
180060,Cấu trúc MT  và  hợp ngữ (ĐH-TH),5,DH,NC,1880,
180070,Lý thuyết quy hoạch (ĐH-TH),4,DH,NC,1880,
180080,LTr hướng ĐT  và  C++,4,DH,NC,1880,
180090,Hệ điều hành (ĐH-TH),5,DH,NC,1880,Operating system
181010,Tin học cơ bản (CĐ),4,DH,NC,1881,Fundamental of Computer
181030,PP tính  và  thuật toán (CĐ-TH),3,DH,NC,1881,
181050,Nhập môn LT-Pascal cbản,4,DH,NC,1881,
181060,Cấu trúc dữ liệu,5,DH,NC,1881,Data Structure and Algorithms
181061,Cấu trúc dữ liệu 1,7,DH,NC,1881,Data Structure and Algorithms 1
181062,Cấu trúc dữ liệu 2,3,DH,NC,1881,Data Structure and Algorithms 1
181080,Cấu trúc máy tính  và  ASM,4,DH,NC,1881,
181150,Lập trình nâng cao,4,DH,NC,1881,
181170,Truyền số liệu,2,DH,NC,1881,Data Transmission
181220,Quy hoạch tuyến tính,2,DH,NC,1881,
181280,Ngôn ngữ lập trình (ĐH-TH),3,DH,NC,1881,Programming Language
